id,title,content,label
184,Global Ranking Places Indian University in Top 100 Confirmed,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
769,NASA Collaborates with Indian Schools to Teach Space Travel Announced,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
866,Entire Semester Exams to Be Conducted on WhatsApp Latest News,A viral message on WhatsApp states that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
210,AI-based Assessment Tools to Be Introduced in Schools Latest News,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
607,University Degrees to Be Replaced by Blockchain Badges Announced,A viral message on WhatsApp states that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
302,IITs to Introduce AI and Data Science as Core Subjects - Update,Officials confirmed that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
488,State Universities to Offer Free Courses for Women - Update,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
331,Government Announces New Scholarship Program for Rural Students,The government has clarified that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
103,CBSE Releases Revised Curriculum for 2025 Academic Year,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
108,State Universities to Offer Free Courses for Women Latest News,Officials confirmed that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
543,Government Announces Free iPhones for All College Students,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
232,IITs to Introduce AI and Data Science as Core Subjects Confirmed,The latest circular states that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
148,State Universities to Offer Free Courses for Women Confirmed,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
824,Global Rankings Show Indian Schools Surpassing Harvard Latest News,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
450,AI-based Assessment Tools to Be Introduced in Schools Latest News,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
25,NEP 2020 Implementation Enters Second Phase,The latest circular states that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
801,Board Exams Cancelled Permanently Across India,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
726,Entire Semester Exams to Be Conducted on WhatsApp Confirmed,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
236,Education Ministry Allocates $1B for Digital Learning Infrastructure - Update,The government has clarified that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
469,Major EdTech Firm Partners with Government for Online Classes,The government has clarified that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
546,Entire Semester Exams to Be Conducted on WhatsApp Confirmed,Rumors circulating online indicate that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
407,New Teacher Training Initiative Launched Nationwide Announced,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
70,AI-based Assessment Tools to Be Introduced in Schools Confirmed,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
66,Education Ministry Allocates $1B for Digital Learning Infrastructure Latest News,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
40,AI-based Assessment Tools to Be Introduced in Schools Confirmed,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
907,University Degrees to Be Replaced by Blockchain Badges Announced,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
456,Education Ministry Allocates $1B for Digital Learning Infrastructure Latest News,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
306,Education Ministry Allocates $1B for Digital Learning Infrastructure Latest News,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
923,Government Announces Free iPhones for All College Students in 2025,Unverified sources claim that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
701,Board Exams Cancelled Permanently Across India in 2025,Rumors circulating online indicate that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
559,NASA Collaborates with Indian Schools to Teach Space Travel Announced,Social media reports suggest that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
172,IITs to Introduce AI and Data Science as Core Subjects Confirmed,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
829,NASA Collaborates with Indian Schools to Teach Space Travel Announced,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
181,Government Announces New Scholarship Program for Rural Students,The latest circular states that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
852,All Universities to Abolish Entrance Tests from Next Year Confirmed,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
198,State Universities to Offer Free Courses for Women Latest News,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
503,Government Announces Free iPhones for All College Students in 2025,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
548,Education Ministry Plans to Ban Homework Nationwide Latest News,Rumors circulating online indicate that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
408,State Universities to Offer Free Courses for Women Latest News,Recent announcements highlight that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
1,Government Announces New Scholarship Program for Rural Students,The government has clarified that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
305,NEP 2020 Implementation Enters Second Phase Announced,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
627,University Degrees to Be Replaced by Blockchain Badges,Unverified sources claim that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
143,CBSE Releases Revised Curriculum for 2025 Academic Year Announced,Recent announcements highlight that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
10,AI-based Assessment Tools to Be Introduced in Schools Confirmed,The government has clarified that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
1000,Students Can Graduate Without Exams Under New Rule - Update,Unverified sources claim that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
970,Students Can Graduate Without Exams Under New Rule - Update,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
614,Global Rankings Show Indian Schools Surpassing Harvard Latest News,Some blogs allege that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
578,Education Ministry Plans to Ban Homework Nationwide Latest News,Unverified sources claim that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
364,Global Ranking Places Indian University in Top 100 Confirmed,The latest circular states that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
230,AI-based Assessment Tools to Be Introduced in Schools - Update,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
667,University Degrees to Be Replaced by Blockchain Badges Announced,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
323,CBSE Releases Revised Curriculum for 2025 Academic Year Announced,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
792,All Universities to Abolish Entrance Tests from Next Year Confirmed,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
857,University Degrees to Be Replaced by Blockchain Badges in 2025,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
150,AI-based Assessment Tools to Be Introduced in Schools Latest News,The government has clarified that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
277,New Teacher Training Initiative Launched Nationwide,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
921,Board Exams Cancelled Permanently Across India,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
478,State Universities to Offer Free Courses for Women Confirmed,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
504,Global Rankings Show Indian Schools Surpassing Harvard Confirmed,Unverified sources claim that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
645,New Law Requires Students to Work for Government After Graduation,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
713,Government Announces Free iPhones for All College Students in 2025,Unverified sources claim that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
109,Major EdTech Firm Partners with Government for Online Classes,The latest circular states that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
949,NASA Collaborates with Indian Schools to Teach Space Travel Announced,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
276,Education Ministry Allocates $1B for Digital Learning Infrastructure Latest News,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
615,New Law Requires Students to Work for Government After Graduation,Rumors circulating online indicate that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
146,Education Ministry Allocates $1B for Digital Learning Infrastructure - Update,"According to the Education Ministry, universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
910,Students Can Graduate Without Exams Under New Rule - Update,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
23,CBSE Releases Revised Curriculum for 2025 Academic Year Announced,Officials confirmed that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
344,Global Ranking Places Indian University in Top 100 - Update,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
75,NEP 2020 Implementation Enters Second Phase in 2025,"According to the Education Ministry, experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
254,Global Ranking Places Indian University in Top 100 - Update,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
314,Global Ranking Places Indian University in Top 100 - Update,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
978,Education Ministry Plans to Ban Homework Nationwide Confirmed,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
733,Government Announces Free iPhones for All College Students Announced,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
346,Education Ministry Allocates $1B for Digital Learning Infrastructure Confirmed,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
796,Entire Semester Exams to Be Conducted on WhatsApp - Update,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
24,Global Ranking Places Indian University in Top 100 Latest News,Officials confirmed that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
455,NEP 2020 Implementation Enters Second Phase Announced,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
849,NASA Collaborates with Indian Schools to Teach Space Travel,Rumors circulating online indicate that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
753,Government Announces Free iPhones for All College Students,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
937,University Degrees to Be Replaced by Blockchain Badges Announced,Unverified sources claim that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
313,CBSE Releases Revised Curriculum for 2025 Academic Year,The latest circular states that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
596,Entire Semester Exams to Be Conducted on WhatsApp Latest News,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
896,Entire Semester Exams to Be Conducted on WhatsApp Latest News,Rumors circulating online indicate that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
663,Government Announces Free iPhones for All College Students,Unverified sources claim that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
730,Students Can Graduate Without Exams Under New Rule - Update,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
817,University Degrees to Be Replaced by Blockchain Badges Announced,Social media reports suggest that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
666,Entire Semester Exams to Be Conducted on WhatsApp Confirmed,A viral message on WhatsApp states that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
326,Education Ministry Allocates $1B for Digital Learning Infrastructure - Update,The latest circular states that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
151,Government Announces New Scholarship Program for Rural Students,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
490,AI-based Assessment Tools to Be Introduced in Schools Confirmed,The latest circular states that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
790,Students Can Graduate Without Exams Under New Rule - Update,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
983,Government Announces Free iPhones for All College Students in 2025,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
774,Global Rankings Show Indian Schools Surpassing Harvard Confirmed,Unverified sources claim that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
80,AI-based Assessment Tools to Be Introduced in Schools - Update,Recent announcements highlight that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
251,Government Announces New Scholarship Program for Rural Students Announced,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
215,NEP 2020 Implementation Enters Second Phase Announced,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
81,Government Announces New Scholarship Program for Rural Students in 2025,The government has clarified that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
343,CBSE Releases Revised Curriculum for 2025 Academic Year,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
661,Board Exams Cancelled Permanently Across India Announced,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
911,Board Exams Cancelled Permanently Across India in 2025,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
779,NASA Collaborates with Indian Schools to Teach Space Travel in 2025,Unverified sources claim that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
275,NEP 2020 Implementation Enters Second Phase Announced,Recent announcements highlight that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
947,University Degrees to Be Replaced by Blockchain Badges in 2025,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
79,Major EdTech Firm Partners with Government for Online Classes,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
922,All Universities to Abolish Entrance Tests from Next Year - Update,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
584,Global Rankings Show Indian Schools Surpassing Harvard Latest News,Unverified sources claim that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
214,Global Ranking Places Indian University in Top 100 Confirmed,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
301,Government Announces New Scholarship Program for Rural Students,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
368,State Universities to Offer Free Courses for Women - Update,The latest circular states that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
492,IITs to Introduce AI and Data Science as Core Subjects Latest News,The government has clarified that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
336,Education Ministry Allocates $1B for Digital Learning Infrastructure Latest News,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
396,Education Ministry Allocates $1B for Digital Learning Infrastructure Latest News,Officials confirmed that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
50,AI-based Assessment Tools to Be Introduced in Schools - Update,The latest circular states that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
17,New Teacher Training Initiative Launched Nationwide Announced,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
116,Education Ministry Allocates $1B for Digital Learning Infrastructure - Update,"According to the Education Ministry, experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
68,State Universities to Offer Free Courses for Women - Update,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
267,New Teacher Training Initiative Launched Nationwide in 2025,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
917,University Degrees to Be Replaced by Blockchain Badges in 2025,Unverified sources claim that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
808,Education Ministry Plans to Ban Homework Nationwide - Update,Rumors circulating online indicate that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
805,New Law Requires Students to Work for Government After Graduation Announced,Social media reports suggest that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
519,NASA Collaborates with Indian Schools to Teach Space Travel,Rumors circulating online indicate that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
